job_id,job_title,company_name,required_skills,location,salary,job_type,experience_level,remote,job_description,requirements
KG-100160,Cybersecurity Specialist,Capgemini,"SQL, Java, Sales, JavaScript","Paris, France",64.26 USD/month,Full-time,,No,"This role requires strong skills in SQL, Java, Sales, JavaScript. KyrgyzTrade offers a Full-time position located in Jalal-Abad.","SQL, Java, Sales, JavaScript"
KG-100013,QA Engineer,IBM,"Pandas, Git, Teaching","Tokyo, Japan",198.07 USD/month,Full-time,Junior,No,"This role requires strong skills in Pandas, Git, Teaching. Alatoo Bank offers a Full-time position located in Kant.","Pandas, Git, Teaching"
KG-100036,Full Stack Developer,Meta,"Kubernetes, Construction, Linux",Singapore,,Internship,Mid-level,No,"This role requires strong skills in Kubernetes, Construction, Linux. Central Hospital offers a Internship position located in Osh.","Kubernetes, Construction, Linux"
KG-100029,QA Engineer,Amazon,"Sales, Java, Customer Service","London, UK",268.75 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Sales, Java, Customer Service. ITBridge offers a Full-time position located in Kara-Balta.","Sales, Java, Customer Service"
KG-100171,Software Engineer,Sony,"Git, Project Management, SQL","Berlin, Germany",194.01 USD/month,Full-time,Junior,No,"This role requires strong skills in Git, Project Management, SQL. BishTech offers a Full-time position located in Karakol.","Git, Project Management, SQL"
KG-100143,Cybersecurity Specialist,Intel,"Excel, Kubernetes, NumPy","London, UK",,Full-time,Mid-level,No,"This role requires strong skills in Excel, Kubernetes, NumPy. Osh Logistics offers a Full-time position located in Jalal-Abad.","Excel, Kubernetes, NumPy"
KG-100237,Frontend Developer,Oracle,"AWS, Docker, Teaching","New York, USA",279.22 USD/month,Full-time,,No,"This role requires strong skills in AWS, Docker, Teaching. HR Solutions KG offers a Full-time position located in Karakol.","AWS, Docker, Teaching"
KG-100464,Database Administrator,Siemens,"Docker, NumPy, Java, Tableau",Singapore,385.94 USD/month,Full-time,Junior,No,"This role requires strong skills in Docker, NumPy, Java, Tableau. SilkRoad Foods offers a Full-time position located in Bishkek.","Docker, NumPy, Java, Tableau"
KG-100497,Automation Tester,Apple,"Django, Power BI","Dubai, UAE",445.11 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Django, Power BI. GlobalDev KG offers a Full-time position located in Tokmok.","Django, Power BI"
KG-100222,Automation Tester,IBM,"JavaScript, Construction, Power BI","Berlin, Germany",181.91 USD/month,Full-time,Mid-level,No,"This role requires strong skills in JavaScript, Construction, Power BI. ITBridge offers a Full-time position located in Tokmok.","JavaScript, Construction, Power BI"
KG-100545,Cloud Engineer,IBM,"Construction, Docker, JavaScript, NumPy, Teaching","London, UK",,Full-time,Mid-level,No,"This role requires strong skills in Construction, Docker, JavaScript, NumPy, Teaching. GlobalDev KG offers a Full-time position located in Kant.","Construction, Docker, JavaScript, NumPy, Teaching"
KG-100096,QA Engineer,Oracle,"C#, Git, Project Management","Sydney, Australia",135.24 USD/month,Full-time,Junior,No,"This role requires strong skills in C#, Git, Project Management. GlobalDev KG offers a Full-time position located in Osh.","C#, Git, Project Management"
KG-100052,AI Engineer,Amazon,"Marketing, Linux, JavaScript",Singapore,625.76 USD/month,Full-time,Senior,No,"This role requires strong skills in Marketing, Linux, JavaScript. Batken Transport offers a Full-time position located in Naryn.","Marketing, Linux, JavaScript"
KG-100241,AI Engineer,Cisco,"Python, Linux, React, Power BI","Toronto, Canada",542.49 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Python, Linux, React, Power BI. Batken Transport offers a Full-time position located in Kara-Balta.","Python, Linux, React, Power BI"
KG-100508,UI/UX Designer,Apple,"Marketing, Construction, React","Berlin, Germany",,Part-time,Mid-level,No,"This role requires strong skills in Marketing, Construction, React. Nomad Retail offers a Part-time position located in Jalal-Abad.","Marketing, Construction, React"
KG-100352,Data Scientist,IBM,"Accounting, Construction",Singapore,175.11 USD/month,Internship,Mid-level,No,"This role requires strong skills in Accounting, Construction. GreenBuild offers a Internship position located in Osh.","Accounting, Construction"
KG-100517,Full Stack Developer,Intel,"NumPy, Linux, Marketing","Amsterdam, Netherlands",110.07 USD/month,Part-time,Junior,No,"This role requires strong skills in NumPy, Linux, Marketing. DataMinds KG offers a Part-time position located in Kara-Balta.","NumPy, Linux, Marketing"
KG-100179,Machine Learning Engineer,Google,"Django, Git, C#, Java, NumPy","Dubai, UAE",,Part-time,Mid-level,No,"This role requires strong skills in Django, Git, C#, Java, NumPy. Sunrise Marketing offers a Part-time position located in Osh.","Django, Git, C#, Java, NumPy"
KG-100461,Cybersecurity Specialist,Amazon,"Sales, Python, Project Management","Amsterdam, Netherlands",2878.34 USD/month,Full-time,Junior,No,"This role requires strong skills in Sales, Python, Project Management. HR Solutions KG offers a Full-time position located in Tokmok.","Sales, Python, Project Management"
KG-100527,Automation Tester,Accenture,"Azure, Python, NumPy","Berlin, Germany",,Full-time,Mid-level,Yes,"This role requires strong skills in Azure, Python, NumPy. Nomad Retail offers a Full-time position located in Kant.","Azure, Python, NumPy"
KG-100042,Cloud Engineer,Intel,"React, SQL, Java","London, UK",383.61 USD/month,Full-time,Mid-level,No,"This role requires strong skills in React, SQL, Java. EduFuture offers a Full-time position located in Naryn.","React, SQL, Java"
KG-100555,Backend Developer,Amazon,"Sales, Project Management, Azure","Paris, France",1647.28 USD/month,Full-time,Junior,No,"This role requires strong skills in Sales, Project Management, Azure. SilkRoad Foods offers a Full-time position located in Talas.","Sales, Project Management, Azure"
KG-100523,Mobile App Developer,Capgemini,"Construction, Marketing, React","New York, USA",564.67 USD/month,Full-time,Senior,No,"This role requires strong skills in Construction, Marketing, React. SkyEdu KG offers a Full-time position located in Kara-Balta.","Construction, Marketing, React"
KG-100207,Product Manager (Tech),Accenture,"Docker, Communication, SQL","New York, USA",4154.89 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Docker, Communication, SQL. ITBridge offers a Full-time position located in Naryn.","Docker, Communication, SQL"
KG-100393,Cloud Engineer,Amazon,"Linux, Marketing, NumPy, Docker, Git","New York, USA",261.04 USD/month,Full-time,Junior,No,"This role requires strong skills in Linux, Marketing, NumPy, Docker, Git. ITBridge offers a Full-time position located in Tokmok.","Linux, Marketing, NumPy, Docker, Git"
KG-100283,Frontend Developer,Deloitte,"Marketing, Django, NumPy, Flask","Berlin, Germany",128.66 USD/month,Part-time,Junior,No,"This role requires strong skills in Marketing, Django, NumPy, Flask. ITBridge offers a Part-time position located in Naryn.","Marketing, Django, NumPy, Flask"
KG-100359,Product Manager (Tech),Meta,"Customer Service, Linux, Accounting, JavaScript","Tokyo, Japan",534.16 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Customer Service, Linux, Accounting, JavaScript. EduFuture offers a Full-time position located in Naryn.","Customer Service, Linux, Accounting, JavaScript"
KG-100398,Cloud Engineer,Siemens,"React, Excel, SQL","Toronto, Canada",480.66 USD/month,Full-time,Mid-level,Yes,"This role requires strong skills in React, Excel, SQL. DataMinds KG offers a Full-time position located in Batken.","React, Excel, SQL"
KG-100255,Software Engineer,Oracle,"SQL, Accounting, Excel","Paris, France",4835.79 USD/month,Part-time,Mid-level,No,"This role requires strong skills in SQL, Accounting, Excel. AitikSoft offers a Part-time position located in Kant.","SQL, Accounting, Excel"
KG-100218,Data Analyst,Cisco,"Kubernetes, Communication, NumPy","Sydney, Australia",,Part-time,Mid-level,No,"This role requires strong skills in Kubernetes, Communication, NumPy. BishTech offers a Part-time position located in Naryn.","Kubernetes, Communication, NumPy"
KG-100005,DevOps Engineer,Apple,"Customer Service, SQL, Flask","Tokyo, Japan",131.3 USD/month,Full-time,Junior,Yes,"This role requires strong skills in Customer Service, SQL, Flask. Talas Agro offers a Full-time position located in Talas.","Customer Service, SQL, Flask"
KG-100257,UI/UX Designer,Meta,"Azure, Project Management, Java","London, UK",264.01 USD/month,Full-time,Senior,No,"This role requires strong skills in Azure, Project Management, Java. Talas Agro offers a Full-time position located in Naryn.","Azure, Project Management, Java"
KG-100564,UI/UX Designer,Microsoft,"Customer Service, Docker",Singapore,250.39 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Customer Service, Docker. Alatoo Bank offers a Full-time position located in Osh.","Customer Service, Docker"
KG-100534,Product Manager (Tech),Accenture,"Pandas, AWS, Sales","Tokyo, Japan",,Contract,Junior,No,"This role requires strong skills in Pandas, AWS, Sales. KyrgyzTrade offers a Contract position located in Talas.","Pandas, AWS, Sales"
KG-100431,Machine Learning Engineer,Cisco,"Docker, Marketing, Communication","London, UK",492.36 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Docker, Marketing, Communication. AitikSoft offers a Full-time position located in Jalal-Abad.","Docker, Marketing, Communication"
KG-100101,Data Analyst,Apple,"Power BI, JavaScript, Project Management, Pandas","Paris, France",,Full-time,Mid-level,No,"This role requires strong skills in Power BI, JavaScript, Project Management, Pandas. DataMinds KG offers a Full-time position located in Batken.","Power BI, JavaScript, Project Management, Pandas"
KG-100227,Cloud Engineer,Deloitte,"Marketing, Tableau, NumPy","New York, USA",404.36 USD/month,Full-time,Junior,Yes,"This role requires strong skills in Marketing, Tableau, NumPy. KyrgyzTrade offers a Full-time position located in Kant.","Marketing, Tableau, NumPy"
KG-100449,Database Administrator,Meta,"Accounting, Git","New York, USA",,Full-time,Junior,No,"This role requires strong skills in Accounting, Git. Sunrise Marketing offers a Full-time position located in Jalal-Abad.","Accounting, Git"
KG-100548,Machine Learning Engineer,SAP,"Flask, AWS, Kubernetes","Paris, France",194.09 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Flask, AWS, Kubernetes. Sunrise Marketing offers a Full-time position located in Talas.","Flask, AWS, Kubernetes"
KG-100572,Software Engineer,Sony,"Power BI, Django, Sales",Singapore,292.51 USD/month,Temporary,Senior,No,"This role requires strong skills in Power BI, Django, Sales. HR Solutions KG offers a Temporary position located in Bishkek.","Power BI, Django, Sales"
KG-100214,Software Engineer,Apple,"Project Management, SQL, Marketing","London, UK",,Part-time,Senior,No,"This role requires strong skills in Project Management, SQL, Marketing. GreenBuild offers a Part-time position located in Naryn.","Project Management, SQL, Marketing"
KG-100360,Automation Tester,Capgemini,"Django, NumPy, Excel",Singapore,540.28 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Django, NumPy, Excel. Batken Transport offers a Full-time position located in Tokmok.","Django, NumPy, Excel"
KG-100172,AI Engineer,Google,"Java, Communication, NumPy, Customer Service","Tokyo, Japan",152.78 USD/month,Full-time,Junior,No,"This role requires strong skills in Java, Communication, NumPy, Customer Service. SkyEdu KG offers a Full-time position located in Tokmok.","Java, Communication, NumPy, Customer Service"
KG-100099,Systems Engineer,Microsoft,"Accounting, Linux, Django","Tokyo, Japan",,Contract,Junior,No,"This role requires strong skills in Accounting, Linux, Django. Talas Agro offers a Contract position located in Kara-Balta.","Accounting, Linux, Django"
KG-100293,Full Stack Developer,Capgemini,"Excel, JavaScript, C#","London, UK",,Temporary,,No,"This role requires strong skills in Excel, JavaScript, C#. AitikSoft offers a Temporary position located in Bishkek.","Excel, JavaScript, C#"
KG-100216,Systems Engineer,IBM,"Java, Construction","Toronto, Canada",381.18 USD/month,Full-time,Junior,No,"This role requires strong skills in Java, Construction. KyrgyzTrade offers a Full-time position located in Kara-Balta.","Java, Construction"
KG-100062,Automation Tester,SAP,"Communication, Marketing, Java","Tokyo, Japan",320.07 USD/month,Full-time,Junior,No,"This role requires strong skills in Communication, Marketing, Java. Talas Agro offers a Full-time position located in Talas.","Communication, Marketing, Java"
KG-100407,Product Manager (Tech),Siemens,"Docker, Construction, Communication, JavaScript","Tokyo, Japan",525.75 USD/month,Internship,Mid-level,No,"This role requires strong skills in Docker, Construction, Communication, JavaScript. Sunrise Marketing offers a Internship position located in Tokmok.","Docker, Construction, Communication, JavaScript"
KG-100048,UI/UX Designer,Siemens,"React, AWS, Kubernetes","Amsterdam, Netherlands",144.72 USD/month,Part-time,Mid-level,No,"This role requires strong skills in React, AWS, Kubernetes. Central Hospital offers a Part-time position located in Kant.","React, AWS, Kubernetes"
KG-100033,Cybersecurity Specialist,Oracle,"Communication, Power BI, SQL","Sydney, Australia",346.19 USD/month,Full-time,Senior,No,"This role requires strong skills in Communication, Power BI, SQL. Sunrise Marketing offers a Full-time position located in Naryn.","Communication, Power BI, SQL"
KG-100418,Full Stack Developer,SAP,"Project Management, Accounting, Communication, Teaching, SQL","Dubai, UAE",,Full-time,,Yes,"This role requires strong skills in Project Management, Accounting, Communication, Teaching, SQL. Central Hospital offers a Full-time position located in Batken.","Project Management, Accounting, Communication, Teaching, SQL"
KG-100268,Full Stack Developer,Capgemini,"Java, React, Power BI","Berlin, Germany",191.26 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Java, React, Power BI. EduFuture offers a Full-time position located in Osh.","Java, React, Power BI"
KG-100328,Software Engineer,SAP,"Accounting, Teaching","New York, USA",367.8 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Accounting, Teaching. Central Hospital offers a Full-time position located in Talas.","Accounting, Teaching"
KG-100201,QA Engineer,Siemens,"Git, Django","New York, USA",582.85 USD/month,Part-time,Mid-level,No,"This role requires strong skills in Git, Django. Talas Agro offers a Part-time position located in Kant.","Git, Django"
KG-100135,Frontend Developer,Accenture,"React, Power BI, Sales",Singapore,170.98 USD/month,Internship,Junior,No,"This role requires strong skills in React, Power BI, Sales. Central Hospital offers a Internship position located in Jalal-Abad.","React, Power BI, Sales"
KG-100028,Backend Developer,Oracle,"NumPy, Git, JavaScript, Teaching, Marketing","Amsterdam, Netherlands",173.02 USD/month,Internship,Mid-level,No,"This role requires strong skills in NumPy, Git, JavaScript, Teaching, Marketing. Nomad Retail offers a Internship position located in Bishkek.","NumPy, Git, JavaScript, Teaching, Marketing"
KG-100525,Cloud Engineer,Deloitte,"Marketing, Teaching, JavaScript","Berlin, Germany",3264.02 USD/month,Contract,Senior,No,"This role requires strong skills in Marketing, Teaching, JavaScript. AitikSoft offers a Contract position located in Tokmok.","Marketing, Teaching, JavaScript"
KG-100506,Full Stack Developer,Microsoft,"Docker, Communication, Azure","Sydney, Australia",197.97 USD/month,Full-time,Mid-level,Yes,"This role requires strong skills in Docker, Communication, Azure. Central Hospital offers a Full-time position located in Kara-Balta.","Docker, Communication, Azure"
KG-100231,Cybersecurity Specialist,Deloitte,"Python, Docker, JavaScript","New York, USA",,Full-time,Senior,No,"This role requires strong skills in Python, Docker, JavaScript. Batken Transport offers a Full-time position located in Kant.","Python, Docker, JavaScript"
KG-100490,DevOps Engineer,IBM,"AWS, Tableau, Linux",Singapore,405.38 USD/month,Full-time,Mid-level,Yes,"This role requires strong skills in AWS, Tableau, Linux. Osh Logistics offers a Full-time position located in Kant.","AWS, Tableau, Linux"
KG-100261,Cloud Engineer,Accenture,"Docker, Tableau, Django","London, UK",339.87 USD/month,Contract,Senior,No,"This role requires strong skills in Docker, Tableau, Django. Osh Logistics offers a Contract position located in Naryn.","Docker, Tableau, Django"
KG-100379,UI/UX Designer,Intel,"C#, Git, Power BI",Singapore,,Full-time,Junior,Yes,"This role requires strong skills in C#, Git, Power BI. GreenBuild offers a Full-time position located in Tokmok.","C#, Git, Power BI"
KG-100289,Mobile App Developer,Meta,"Linux, Excel, Project Management","Tokyo, Japan",494.43 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Linux, Excel, Project Management. BishTech offers a Full-time position located in Batken.","Linux, Excel, Project Management"
KG-100419,IT Support Specialist,Siemens,"AWS, Git, JavaScript","Sydney, Australia",,Full-time,Junior,No,"This role requires strong skills in AWS, Git, JavaScript. SkyEdu KG offers a Full-time position located in Naryn.","AWS, Git, JavaScript"
KG-100392,Cybersecurity Specialist,IBM,"Linux, NumPy","London, UK",837.33 USD/month,Full-time,Senior,No,"This role requires strong skills in Linux, NumPy. Batken Transport offers a Full-time position located in Talas.","Linux, NumPy"
KG-100499,Cloud Engineer,Amazon,"Accounting, AWS, Marketing, Linux","Dubai, UAE",,Full-time,Junior,No,"This role requires strong skills in Accounting, AWS, Marketing, Linux. Alatoo Bank offers a Full-time position located in Tokmok.","Accounting, AWS, Marketing, Linux"
KG-100139,Network Administrator,Accenture,"Flask, Django, Accounting, Tableau, Linux",Singapore,7314.56 USD/month,Contract,Senior,No,"This role requires strong skills in Flask, Django, Accounting, Tableau, Linux. EduFuture offers a Contract position located in Osh.","Flask, Django, Accounting, Tableau, Linux"
KG-100063,Machine Learning Engineer,Deloitte,"SQL, C#","Sydney, Australia",231.98 USD/month,Contract,Junior,No,"This role requires strong skills in SQL, C#. Batken Transport offers a Contract position located in Kant.","SQL, C#"
KG-100472,Backend Developer,Capgemini,"JavaScript, C#","London, UK",254.62 USD/month,Full-time,Junior,No,"This role requires strong skills in JavaScript, C#. SkyEdu KG offers a Full-time position located in Karakol.","JavaScript, C#"
KG-100129,AI Engineer,Microsoft,"AWS, Flask, C#","Sydney, Australia",2385.63 USD/month,Full-time,Mid-level,No,"This role requires strong skills in AWS, Flask, C#. GlobalDev KG offers a Full-time position located in Batken.","AWS, Flask, C#"
KG-100584,Database Administrator,Microsoft,"Linux, AWS, NumPy, Teaching, Marketing","Paris, France",567.64 USD/month,Temporary,Senior,Yes,"This role requires strong skills in Linux, AWS, NumPy, Teaching, Marketing. AitikSoft offers a Temporary position located in Jalal-Abad.","Linux, AWS, NumPy, Teaching, Marketing"
KG-100521,Software Engineer,Sony,"Flask, Linux, Marketing","Paris, France",431.22 USD/month,Full-time,Senior,No,"This role requires strong skills in Flask, Linux, Marketing. GlobalDev KG offers a Full-time position located in Jalal-Abad.","Flask, Linux, Marketing"
KG-100065,UI/UX Designer,Google,"Azure, SQL, Docker, Java, Django","Sydney, Australia",6472.54 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Azure, SQL, Docker, Java, Django. KyrgyzTrade offers a Full-time position located in Tokmok.","Azure, SQL, Docker, Java, Django"
KG-100015,Data Scientist,Amazon,"Excel, React, SQL","Sydney, Australia",472.91 USD/month,Full-time,Mid-level,Yes,"This role requires strong skills in Excel, React, SQL. BishTech offers a Full-time position located in Bishkek.","Excel, React, SQL"
KG-100157,Mobile App Developer,Accenture,"React, Customer Service, Git","Amsterdam, Netherlands",270.96 USD/month,Full-time,Mid-level,No,"This role requires strong skills in React, Customer Service, Git. Batken Transport offers a Full-time position located in Bishkek.","React, Customer Service, Git"
KG-100041,Full Stack Developer,SAP,"C#, Flask, Azure, React","Dubai, UAE",63.35 USD/month,Full-time,,No,"This role requires strong skills in C#, Flask, Azure, React. HR Solutions KG offers a Full-time position located in Naryn.","C#, Flask, Azure, React"
KG-100493,Frontend Developer,Sony,"Django, Docker, SQL, Python","New York, USA",409.8 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Django, Docker, SQL, Python. Osh Logistics offers a Full-time position located in Kara-Balta.","Django, Docker, SQL, Python"
KG-100380,QA Engineer,Intel,"JavaScript, Django, C#","Sydney, Australia",2255.76 USD/month,Full-time,Senior,No,"This role requires strong skills in JavaScript, Django, C#. Sunrise Marketing offers a Full-time position located in Jalal-Abad.","JavaScript, Django, C#"
KG-100188,Cybersecurity Specialist,SAP,"JavaScript, React, Communication","Paris, France",459.99 USD/month,Full-time,Junior,No,"This role requires strong skills in JavaScript, React, Communication. GreenBuild offers a Full-time position located in Batken.","JavaScript, React, Communication"
KG-100217,Product Manager (Tech),Capgemini,"Pandas, Customer Service","Amsterdam, Netherlands",378.87 USD/month,Contract,Mid-level,No,"This role requires strong skills in Pandas, Customer Service. KyrgyzTrade offers a Contract position located in Batken.","Pandas, Customer Service"
KG-100053,Data Analyst,Google,"Teaching, Docker, Marketing, Construction","Berlin, Germany",182.99 USD/month,Full-time,Senior,No,"This role requires strong skills in Teaching, Docker, Marketing, Construction. BishTech offers a Full-time position located in Tokmok.","Teaching, Docker, Marketing, Construction"
KG-100338,Cloud Engineer,SAP,"JavaScript, Sales","Dubai, UAE",2400.26 USD/month,Internship,,No,"This role requires strong skills in JavaScript, Sales. ITBridge offers a Internship position located in Kant.","JavaScript, Sales"
KG-100296,Mobile App Developer,Accenture,"Customer Service, Flask, Communication, Sales","Toronto, Canada",5912.01 USD/month,Part-time,Mid-level,No,"This role requires strong skills in Customer Service, Flask, Communication, Sales. Central Hospital offers a Part-time position located in Kant.","Customer Service, Flask, Communication, Sales"
KG-100252,Mobile App Developer,Capgemini,"SQL, React, Java","Toronto, Canada",231.93 USD/month,Full-time,Junior,No,"This role requires strong skills in SQL, React, Java. Alatoo Bank offers a Full-time position located in Talas.","SQL, React, Java"
KG-100462,Systems Engineer,Accenture,"Git, Marketing, NumPy, Azure","London, UK",699.58 USD/month,Full-time,Senior,No,"This role requires strong skills in Git, Marketing, NumPy, Azure. DataMinds KG offers a Full-time position located in Bishkek.","Git, Marketing, NumPy, Azure"
KG-100456,Data Scientist,Oracle,"C#, Docker, NumPy, AWS",Singapore,,Contract,Junior,No,"This role requires strong skills in C#, Docker, NumPy, AWS. HR Solutions KG offers a Contract position located in Tokmok.","C#, Docker, NumPy, AWS"
KG-100598,Software Engineer,Deloitte,"React, Teaching, Django","Tokyo, Japan",270.89 USD/month,Full-time,Senior,No,"This role requires strong skills in React, Teaching, Django. KyrgyzTrade offers a Full-time position located in Batken.","React, Teaching, Django"
KG-100270,Machine Learning Engineer,SAP,"Linux, C#, Java",Singapore,144.53 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Linux, C#, Java. Alatoo Bank offers a Full-time position located in Talas.","Linux, C#, Java"
KG-100202,Network Administrator,Deloitte,"Django, Construction","Berlin, Germany",194.84 USD/month,Full-time,Senior,No,"This role requires strong skills in Django, Construction. Alatoo Bank offers a Full-time position located in Talas.","Django, Construction"
KG-100162,IT Support Specialist,SAP,"Construction, Django, Linux, Java, AWS","Paris, France",617.27 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Construction, Django, Linux, Java, AWS. Osh Logistics offers a Full-time position located in Talas.","Construction, Django, Linux, Java, AWS"
KG-100402,Database Administrator,Siemens,"Pandas, Accounting, Tableau","Toronto, Canada",,Full-time,Senior,No,"This role requires strong skills in Pandas, Accounting, Tableau. EduFuture offers a Full-time position located in Kant.","Pandas, Accounting, Tableau"
KG-100477,Software Engineer,Microsoft,"AWS, Django, C#, Git","Berlin, Germany",422.64 USD/month,Internship,Mid-level,Yes,"This role requires strong skills in AWS, Django, C#, Git. Alatoo Bank offers a Internship position located in Kant.","AWS, Django, C#, Git"
KG-100106,Data Analyst,Sony,"Flask, JavaScript, NumPy","Amsterdam, Netherlands",,Internship,Mid-level,No,"This role requires strong skills in Flask, JavaScript, NumPy. GlobalDev KG offers a Internship position located in Karakol.","Flask, JavaScript, NumPy"
KG-100390,Automation Tester,Siemens,"Tableau, Customer Service","Paris, France",,Full-time,Mid-level,No,"This role requires strong skills in Tableau, Customer Service. Naryn Energy offers a Full-time position located in Talas.","Tableau, Customer Service"
KG-100002,Backend Developer,Deloitte,"Python, Customer Service, Teaching","Paris, France",,Full-time,Mid-level,No,"This role requires strong skills in Python, Customer Service, Teaching. Sunrise Marketing offers a Full-time position located in Karakol.","Python, Customer Service, Teaching"
KG-100559,Network Administrator,Accenture,"Construction, Python","Sydney, Australia",375.65 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Construction, Python. HR Solutions KG offers a Full-time position located in Osh.","Construction, Python"
KG-100081,Cybersecurity Specialist,IBM,"Tableau, Power BI, Teaching","Toronto, Canada",552.04 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Tableau, Power BI, Teaching. Osh Logistics offers a Full-time position located in Batken.","Tableau, Power BI, Teaching"
KG-100206,Full Stack Developer,Google,"AWS, Java, Sales","Berlin, Germany",4475.57 USD/month,Full-time,Mid-level,No,"This role requires strong skills in AWS, Java, Sales. ITBridge offers a Full-time position located in Osh.","AWS, Java, Sales"
KG-100035,Frontend Developer,Siemens,"Tableau, Accounting","London, UK",403.39 USD/month,Part-time,,No,"This role requires strong skills in Tableau, Accounting. GreenBuild offers a Part-time position located in Kant.","Tableau, Accounting"
KG-100509,UI/UX Designer,Apple,"Accounting, C#, Excel","Sydney, Australia",135.9 USD/month,Full-time,Junior,No,"This role requires strong skills in Accounting, C#, Excel. SilkRoad Foods offers a Full-time position located in Kant.","Accounting, C#, Excel"
KG-100428,Backend Developer,SAP,"C#, Construction, Flask","Sydney, Australia",45.34 USD/month,Full-time,,No,"This role requires strong skills in C#, Construction, Flask. Batken Transport offers a Full-time position located in Jalal-Abad.","C#, Construction, Flask"
KG-100455,Full Stack Developer,Microsoft,"Excel, AWS","New York, USA",269.97 USD/month,Full-time,Junior,No,"This role requires strong skills in Excel, AWS. GlobalDev KG offers a Full-time position located in Kant.","Excel, AWS"
KG-100367,Full Stack Developer,Deloitte,"Git, Tableau","New York, USA",509.03 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Git, Tableau. AitikSoft offers a Full-time position located in Kara-Balta.","Git, Tableau"
KG-100092,Product Manager (Tech),Microsoft,"Excel, Power BI, Python, Docker","Toronto, Canada",546.93 USD/month,Temporary,Mid-level,No,"This role requires strong skills in Excel, Power BI, Python, Docker. Osh Logistics offers a Temporary position located in Talas.","Excel, Power BI, Python, Docker"
KG-100340,DevOps Engineer,Accenture,"Customer Service, Java, Git, Excel",Singapore,,Contract,Junior,No,"This role requires strong skills in Customer Service, Java, Git, Excel. ITBridge offers a Contract position located in Osh.","Customer Service, Java, Git, Excel"
KG-100346,Cybersecurity Specialist,Sony,"NumPy, Java, Sales","London, UK",187.99 USD/month,Full-time,Mid-level,No,"This role requires strong skills in NumPy, Java, Sales. HR Solutions KG offers a Full-time position located in Naryn.","NumPy, Java, Sales"
KG-100242,Automation Tester,Capgemini,"Power BI, Pandas, C#","Tokyo, Japan",486.15 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Power BI, Pandas, C#. BishTech offers a Full-time position located in Bishkek.","Power BI, Pandas, C#"
KG-100014,Software Engineer,Accenture,"Java, Teaching, Git, C#, Kubernetes","Tokyo, Japan",206.93 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Java, Teaching, Git, C#, Kubernetes. BishTech offers a Full-time position located in Jalal-Abad.","Java, Teaching, Git, C#, Kubernetes"
KG-100316,QA Engineer,Google,"Flask, Power BI, Java","Toronto, Canada",226.98 USD/month,Full-time,Junior,No,"This role requires strong skills in Flask, Power BI, Java. Sunrise Marketing offers a Full-time position located in Kara-Balta.","Flask, Power BI, Java"
KG-100388,Backend Developer,Microsoft,"Kubernetes, SQL, Django","Dubai, UAE",,Part-time,Junior,No,"This role requires strong skills in Kubernetes, SQL, Django. KyrgyzTrade offers a Part-time position located in Osh.","Kubernetes, SQL, Django"
KG-100274,UI/UX Designer,IBM,"Linux, Power BI","Paris, France",,Part-time,Mid-level,No,"This role requires strong skills in Linux, Power BI. SilkRoad Foods offers a Part-time position located in Jalal-Abad.","Linux, Power BI"
KG-100167,Product Manager (Tech),Meta,"Project Management, Communication, C#","Toronto, Canada",488.58 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Project Management, Communication, C#. Naryn Energy offers a Full-time position located in Naryn.","Project Management, Communication, C#"
KG-100595,IT Support Specialist,IBM,"Python, React","Paris, France",194.55 USD/month,Full-time,Senior,No,"This role requires strong skills in Python, React. GlobalDev KG offers a Full-time position located in Kara-Balta.","Python, React"
KG-100485,Automation Tester,Accenture,"Customer Service, Accounting","Paris, France",426.67 USD/month,Full-time,Mid-level,No,"This role requires strong skills in Customer Service, Accounting. GlobalDev KG offers a Full-time position located in Osh.","Customer Service, Accounting"
KG-100586,Backend Developer,SAP,"Construction, Power BI, Kubernetes","Amsterdam, Netherlands",401.29 USD/month,Contract,Mid-level,No,"This role requires strong skills in Construction, Power BI, Kubernetes. ITBridge offers a Contract position located in Kara-Balta.","Construction, Power BI, Kubernetes"
